




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (364)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
matrilin complex (GO:0120216)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
AP-4 adaptor complex (GO:0030124)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
central element (GO:0000801)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
SWI/SNF complex (GO:0016514)	28	0	.47	-	 < 0.01	1.00E00	1.00E00
smooth muscle contractile fiber (GO:0030485)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
lateral element (GO:0000800)	19	0	.32	-	 < 0.01	1.00E00	1.00E00
core-binding factor complex (GO:0016513)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
AP-2 adaptor complex (GO:0030122)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
AP-1 adaptor complex (GO:0030121)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
vesicle coat (GO:0030120)	62	0	1.03	-	 < 0.01	6.29E-01	1.00E00
SCAR complex (GO:0031209)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
Sec62/Sec63 complex (GO:0031207)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum Sec complex (GO:0031205)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
mitochondrial intermembrane space protein transporter complex (GO:0042719)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
ubiquinone biosynthesis complex (GO:0110142)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
SNARE complex (GO:0031201)	49	0	.82	-	 < 0.01	1.00E00	1.00E00
mitochondrial fatty acid beta-oxidation multienzyme complex (GO:0016507)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
actin cap (GO:0030478)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
polkadots (GO:0002096)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
caveolar macromolecular signaling complex (GO:0002095)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
photoreceptor distal connecting cilium (GO:0120206)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
ankyrin-1 complex (GO:0170014)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
photoreceptor proximal connecting cilium (GO:0120205)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
glycocalyx (GO:0030112)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
rod photoreceptor disc membrane (GO:0120202)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
rod photoreceptor outer segment (GO:0120200)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
type III intermediate filament (GO:0045098)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
keratin filament (GO:0045095)	53	0	.88	-	 < 0.01	1.00E00	1.00E00
interleukin-18 receptor complex (GO:0045092)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (GO:0042709)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
TRC complex (GO:0072380)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
outer acrosomal membrane (GO:0002081)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
acrosomal membrane (GO:0002080)	48	0	.80	-	 < 0.01	1.00E00	1.00E00
Fc-epsilon receptor I complex (GO:0032998)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
Fc receptor complex (GO:0032997)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
Bcl3-Bcl10 complex (GO:0032996)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
protein-lipid complex (GO:0032994)	44	0	.73	-	 < 0.01	1.00E00	1.00E00
protein-DNA complex (GO:0032993)	222	0	3.70	-	 < 0.01	5.67E-02	6.57E-01
Scc2-Scc4 cohesin loading complex (GO:0090694)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
ER membrane insertion complex (GO:0072379)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
inner acrosomal membrane (GO:0002079)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
telomerase holoenzyme complex (GO:0005697)	21	0	.35	-	 < 0.01	1.00E00	1.00E00
U6atac snRNP (GO:0005691)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
U4atac snRNP (GO:0005690)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
growth hormone receptor complex (GO:0070195)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
CNTFR-CLCF1 complex (GO:0097059)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
CRLF-CLCF1 complex (GO:0097058)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
TRAF2-GSTP1 complex (GO:0097057)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
mRNA capping enzyme complex (GO:0031533)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
U12-type spliceosomal complex (GO:0005689)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
U6 snRNP (GO:0005688)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
nitric-oxide synthase complex (GO:1903958)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
U4 snRNP (GO:0005687)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
U2 snRNP (GO:0005686)	21	0	.35	-	 < 0.01	1.00E00	1.00E00
U7 snRNP (GO:0005683)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
U5 snRNP (GO:0005682)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
anaphase-promoting complex (GO:0005680)	24	0	.40	-	 < 0.01	1.00E00	1.00E00
adenylyltransferase complex (GO:1902503)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
lysosomal HOPS complex (GO:1902501)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
vacuolar HOPS complex (GO:1902500)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
ciliary pocket membrane (GO:0020018)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
shelterin complex (GO:0070187)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
ciliary pocket (GO:0020016)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
filopodium membrane (GO:0031527)	19	0	.32	-	 < 0.01	1.00E00	1.00E00
Myb complex (GO:0031523)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
PTW/PP1 phosphatase complex (GO:0072357)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIF complex (GO:0005674)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
striated muscle dense body (GO:0055120)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIE complex (GO:0005673)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIA complex (GO:0005672)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
host cell cytoplasm (GO:0030430)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
Ssh1 translocon complex (GO:0071261)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
glycoprotein complex (GO:0090665)	25	0	.42	-	 < 0.01	1.00E00	1.00E00
DRM complex (GO:0070176)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
symbiont-containing vacuole membrane (GO:0020005)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
PcG protein complex (GO:0031519)	50	0	.83	-	 < 0.01	1.00E00	1.00E00
symbiont-containing vacuole (GO:0020003)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
box H/ACA telomerase RNP complex (GO:0090661)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
tRNA (m1A) methyltransferase complex (GO:0031515)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Mis6-Sim4 complex (GO:0031511)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
RNA polymerase transcription factor SL1 complex (GO:0005668)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
presynaptic cytoskeleton (GO:0099569)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
RNA polymerase III complex (GO:0005666)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
RNA polymerase II, core complex (GO:0005665)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
nuclear origin of replication recognition complex (GO:0005664)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
DNA replication factor C complex (GO:0005663)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
DNA replication factor A complex (GO:0005662)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
2-(3-amino-3-carboxypropyl)histidine synthase complex (GO:0120513)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
translocon complex (GO:0071256)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
cytoplasmic U snRNP body (GO:0071254)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
mitochondrial [4Fe-4S] assembly complex (GO:0120510)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
cone matrix sheath (GO:0090658)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
apical cytoplasm (GO:0090651)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
MPP7-DLG1-LIN7 complex (GO:0097025)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
dolichyl-phosphate-mannose-protein mannosyltransferase complex (GO:0031502)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
mannosyltransferase complex (GO:0031501)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
alpha DNA polymerase:primase complex (GO:0005658)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
photoreceptor disc membrane (GO:0097381)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
replication fork (GO:0005657)	78	0	1.30	-	 < 0.01	6.43E-01	1.00E00
nuclear pre-replicative complex (GO:0005656)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
GDP-mannose pyrophosphorylase complex (GO:0120508)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
nucleolar ribonuclease P complex (GO:0005655)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
tRNA-guanine transglycosylase complex (GO:0120507)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
kinocilium (GO:0060091)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
glomerular endothelium fenestra (GO:0036053)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
snRNA-activating protein complex (GO:0019185)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
meiotic spindle (GO:0072687)	21	0	.35	-	 < 0.01	1.00E00	1.00E00
perisynaptic space (GO:0099544)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
Nem1-Spo7 phosphatase complex (GO:0071595)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
SREBP-SCAP-Insig complex (GO:0032937)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
SREBP-SCAP complex (GO:0032936)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
inner dense plaque of desmosome (GO:0090637)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
outer dense plaque of desmosome (GO:0090636)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
mitochondrial degradosome (GO:0045025)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
MCM8-MCM9 complex (GO:0097362)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
lamin filament (GO:0005638)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
cytosolic [4Fe-4S] assembly targeting complex (GO:0097361)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
nuclear inner membrane (GO:0005637)	51	0	.85	-	 < 0.01	1.00E00	1.00E00
MKS complex (GO:0036038)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
haptoglobin-hemoglobin complex (GO:0031838)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
TCR signalosome (GO:0036398)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
RNA N6-methyladenosine methyltransferase complex (GO:0036396)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
perinucleolar compartment (GO:0097356)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
mitochondrial inner-outer membrane contact site (GO:0044289)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
tRNA-splicing ligase complex (GO:0072669)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-plasma kallikrein complex (GO:0036030)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
bBAF complex (GO:0140092)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
mitochondrial crista junction (GO:0044284)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
subplasmalemmal coating (GO:0044280)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
TOR complex (GO:0038201)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
dendritic shaft (GO:0043198)	74	0	1.23	-	 < 0.01	6.38E-01	1.00E00
varicosity (GO:0043196)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
axon initial segment (GO:0043194)	31	0	.52	-	 < 0.01	1.00E00	1.00E00
meiotic spindle pole (GO:0090619)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
chitosome (GO:0045009)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
outer mitochondrial membrane protein complex (GO:0098799)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
ATP-binding cassette (ABC) transporter complex (GO:0043190)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-KLK3 complex (GO:0036029)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-thrombin complex (GO:0036028)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
amino acid transport complex (GO:1990184)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-PLAU complex (GO:0036027)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-PLAT complex (GO:0036026)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-TMPRSS11E complex (GO:0036025)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
pre-replicative complex (GO:0036387)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-TMPRSS7 complex (GO:0036024)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
INO80-type complex (GO:0097346)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
endolysosome membrane (GO:0036020)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
ripoptosome (GO:0097342)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
interstitial matrix (GO:0005614)	17	0	.28	-	 < 0.01	1.00E00	1.00E00
H4/H2A histone acetyltransferase complex (GO:0043189)	28	0	.47	-	 < 0.01	1.00E00	1.00E00
laminin-5 complex (GO:0005610)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
ribonucleoside-diphosphate reductase complex (GO:0005971)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
neurofilament cytoskeleton (GO:0060053)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
histone pre-mRNA 3'end processing complex (GO:0071204)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
nBAF complex (GO:0071565)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
npBAF complex (GO:0071564)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
nucleus-vacuole junction (GO:0071561)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
endolysosome (GO:0036019)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
myofilament (GO:0036379)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
ciliary neurotrophic factor receptor complex (GO:0070110)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
nuclear exosome (RNase complex) (GO:0000176)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
ribonuclease MRP complex (GO:0000172)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
laminin-3 complex (GO:0005608)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
laminin-2 complex (GO:0005607)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
laminin-1 complex (GO:0005606)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
Rab-protein geranylgeranyltransferase complex (GO:0005968)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
protein farnesyltransferase complex (GO:0005965)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
complement component C1 complex (GO:0005602)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
phosphorylase kinase complex (GO:0005964)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
glycine cleavage complex (GO:0005960)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
SAGA-type complex (GO:0070461)	37	0	.62	-	 < 0.01	1.00E00	1.00E00
protein phosphatase type 1 complex (GO:0000164)	19	0	.32	-	 < 0.01	1.00E00	1.00E00
protein kinase CK2 complex (GO:0005956)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
calcineurin complex (GO:0005955)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
CAAX-protein geranylgeranyltransferase complex (GO:0005953)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cAMP-dependent protein kinase complex (GO:0005952)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
piP-body (GO:0071547)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
pi-body (GO:0071546)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 3 complex, eIF3m (GO:0071541)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
acrosomal lumen (GO:0043160)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 3 complex, eIF3e (GO:0071540)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
VEGF-A complex (GO:1990150)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
cytoplasmic ubiquitin ligase complex (GO:0000153)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
nuclear ubiquitin ligase complex (GO:0000152)	50	0	.83	-	 < 0.01	1.00E00	1.00E00
Weibel-Palade body (GO:0033093)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
phagolysosome membrane (GO:0061474)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
acetolactate synthase complex (GO:0005948)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
NuA4 histone acetyltransferase complex (GO:0035267)	28	0	.47	-	 < 0.01	1.00E00	1.00E00
6-phosphofructokinase complex (GO:0005945)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class IB (GO:0005944)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
acrosomal matrix (GO:0043159)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class IA (GO:0005943)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex (GO:0005942)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
septin ring (GO:0005940)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
elongin complex (GO:0070449)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
interleukin-1 receptor complex (GO:0045323)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Mad-Max complex (GO:0070443)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
integrin alphaIIb-beta3 complex (GO:0070442)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
molybdopterin synthase complex (GO:1990140)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
exocyst (GO:0000145)	19	0	.32	-	 < 0.01	1.00E00	1.00E00
AP-5 adaptor complex (GO:0044599)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
mitochondria-associated endoplasmic reticulum membrane contact site (GO:0044233)	24	0	.40	-	 < 0.01	1.00E00	1.00E00
organelle membrane contact site (GO:0044232)	50	0	.83	-	 < 0.01	1.00E00	1.00E00
ciliary rootlet (GO:0035253)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
mitotic spindle microtubule (GO:1990498)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
Grb2-EGFR complex (GO:0070436)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
GATOR1 complex (GO:1990130)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
apical pole of neuron (GO:0044225)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
juxtaparanode region of axon (GO:0044224)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class I (GO:0097651)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
muscle tendon junction (GO:0005927)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
connexin complex (GO:0005922)	20	0	.33	-	 < 0.01	1.00E00	1.00E00
phosphopantothenoylcysteine decarboxylase complex (GO:0071513)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIIC complex (GO:0000127)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
A axonemal microtubule (GO:0097649)	47	0	.78	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIIB complex (GO:0000126)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
DNA ligase III-XRCC1 complex (GO:0070421)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
other organism cell membrane (GO:0044218)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
SAGA complex (GO:0000124)	24	0	.40	-	 < 0.01	1.00E00	1.00E00
Rad51C-XRCC3 complex (GO:0033065)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
other organism part (GO:0044217)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
histone acetyltransferase complex (GO:0000123)	88	0	1.47	-	 < 0.01	4.09E-01	1.00E00
Rad51B-Rad51C-Rad51D-XRCC2 complex (GO:0033063)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I transcription regulator complex (GO:0000120)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
DNA recombinase mediator complex (GO:0033061)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
septate junction (GO:0005918)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
fascia adherens (GO:0005916)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
zonula adherens (GO:0005915)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
spot adherens junction (GO:0005914)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
DNA-dependent protein kinase complex (GO:0070418)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
skeletal muscle myofibril (GO:0098723)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
MOZ/MORF histone acetyltransferase complex (GO:0070776)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
RQC complex (GO:1990112)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
H3 histone acetyltransferase complex (GO:0070775)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
spermatoproteasome complex (GO:1990111)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
PAS complex (GO:0070772)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
translation initiation ternary complex (GO:0044207)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair factor 3 complex (GO:0000112)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair factor 2 complex (GO:0000111)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair factor 1 complex (GO:0000110)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
extrinsic component of phagophore assembly site membrane (GO:0097632)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
F-actin capping protein complex (GO:0008290)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
chromatin lock complex (GO:0061793)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
clathrin-coated pit (GO:0005905)	76	0	1.27	-	 < 0.01	6.40E-01	1.00E00
photoreceptor inner segment membrane (GO:0060342)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair complex (GO:0000109)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
gamma-secretase complex (GO:0070765)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
interleukin-12 receptor complex (GO:0042022)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
extrinsic component of omegasome membrane (GO:0097629)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
KICSTOR complex (GO:0140007)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
omegasome (GO:1990462)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
paraspeckles (GO:0042382)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
nuclear pore transmembrane ring (GO:0070762)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
pre-snoRNP complex (GO:0070761)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
specific granule membrane (GO:0035579)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
azurophil granule lumen (GO:0035578)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
azurophil granule membrane (GO:0035577)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
endopeptidase Clp complex (GO:0009368)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (ADP-forming) (GO:0009361)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
DNA polymerase III complex (GO:0009360)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
L-type voltage-gated calcium channel complex (GO:1990454)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
cohesin complex (GO:0008278)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
Parkin-FBXW7-Cul1 ubiquitin ligase complex (GO:1990452)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
Tapasin-ERp57 complex (GO:0061779)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
NSL complex (GO:0044545)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
eNoSc complex (GO:0061773)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
chromatoid body (GO:0033391)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
radial spoke stalk (GO:0001536)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
interleukin-23 complex (GO:0070743)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
THO complex part of transcription export complex (GO:0000445)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
MIS12/MIND type complex (GO:0000444)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
proteasome core complex, beta-subunit complex (GO:0019774)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
proteasome core complex, alpha-subunit complex (GO:0019773)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
ribonuclease H2 complex (GO:0032299)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
supraspliceosomal complex (GO:0044530)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
microfibril (GO:0001527)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
FANCM-MHF complex (GO:0071821)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
chromaffin granule lumen (GO:0034466)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
BBSome (GO:0034464)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
outer dense fiber (GO:0001520)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
upper tip-link density (GO:1990435)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
photoreceptor cell terminal bouton (GO:1990796)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
rod bipolar cell terminal bouton (GO:1990795)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
sarcoplasmic reticulum lumen (GO:0033018)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
core TFIIH complex portion of holo TFIIH complex (GO:0000438)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
