




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (1411)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
GTPase complex (GO:1905360)	41	3	2.65	+	1.13	7.47E-01	1.00E00
plasma lipoprotein particle (GO:0034358)	41	3	2.65	+	1.13	7.47E-01	1.00E00
microbody (GO:0042579)	151	11	9.76	+	1.13	6.18E-01	1.00E00
peroxisome (GO:0005777)	151	11	9.76	+	1.13	6.18E-01	1.00E00
recycling endosome (GO:0055037)	206	15	13.31	+	1.13	5.70E-01	1.00E00
trans-Golgi network membrane (GO:0032588)	55	4	3.55	+	1.13	7.80E-01	1.00E00
cytoplasmic vesicle membrane (GO:0030659)	990	72	63.97	+	1.13	2.90E-01	8.22E-01
condensed nuclear chromosome (GO:0000794)	138	10	8.92	+	1.12	7.26E-01	1.00E00
intracellular protein-containing complex (GO:0140535)	954	69	61.65	+	1.12	3.13E-01	8.79E-01
organelle membrane (GO:0031090)	3496	252	225.90	+	1.12	5.10E-02	3.01E-01
Fanconi anaemia nuclear complex (GO:0043240)	14	1	.90	+	1.11	6.08E-01	1.00E00
postsynaptic recycling endosome (GO:0098837)	14	1	.90	+	1.11	6.08E-01	1.00E00
nuclear envelope lumen (GO:0005641)	14	1	.90	+	1.11	6.08E-01	1.00E00
H4/H2A histone acetyltransferase complex (GO:0043189)	28	2	1.81	+	1.11	7.02E-01	1.00E00
NuA4 histone acetyltransferase complex (GO:0035267)	28	2	1.81	+	1.11	7.02E-01	1.00E00
oligosaccharyltransferase complex (GO:0008250)	14	1	.90	+	1.11	6.08E-01	1.00E00
ATAC complex (GO:0140672)	14	1	.90	+	1.11	6.08E-01	1.00E00
RISC complex (GO:0016442)	14	1	.90	+	1.11	6.08E-01	1.00E00
proton-transporting ATP synthase complex, coupling factor F(o) (GO:0045263)	14	1	.90	+	1.11	6.08E-01	1.00E00
low-density lipoprotein particle (GO:0034362)	14	1	.90	+	1.11	6.08E-01	1.00E00
specific granule (GO:0042581)	14	1	.90	+	1.11	6.08E-01	1.00E00
cellular anatomical structure (GO:0110165)	19126	1363	1235.89	+	1.10	5.27E-34	5.25E-31
cell division site (GO:0032153)	71	5	4.59	+	1.09	8.07E-01	1.00E00
Golgi membrane (GO:0000139)	569	40	36.77	+	1.09	5.46E-01	1.00E00
microbody membrane (GO:0031903)	57	4	3.68	+	1.09	7.86E-01	1.00E00
peroxisomal membrane (GO:0005778)	57	4	3.68	+	1.09	7.86E-01	1.00E00
membrane (GO:0016020)	9761	684	630.74	+	1.08	3.34E-03	3.96E-02
P-body (GO:0000932)	100	7	6.46	+	1.08	8.37E-01	1.00E00
external side of plasma membrane (GO:0009897)	544	38	35.15	+	1.08	5.96E-01	1.00E00
parallel fiber to Purkinje cell synapse (GO:0098688)	43	3	2.78	+	1.08	7.56E-01	1.00E00
endosome (GO:0005768)	1032	72	66.69	+	1.08	4.76E-01	1.00E00
PML body (GO:0016605)	115	8	7.43	+	1.08	8.48E-01	1.00E00
nuclear membrane (GO:0031965)	321	22	20.74	+	1.06	7.32E-01	1.00E00
protein-lipid complex (GO:0032994)	44	3	2.84	+	1.06	7.61E-01	1.00E00
voltage-gated calcium channel complex (GO:0005891)	44	3	2.84	+	1.06	7.61E-01	1.00E00
sperm principal piece (GO:0097228)	44	3	2.84	+	1.06	7.61E-01	1.00E00
cellular_component (GO:0005575)	20767	1391	1341.92	+	1.04	7.16E-13	4.92E-11
endosome membrane (GO:0010008)	508	34	32.83	+	1.04	7.84E-01	1.00E00
endoplasmic reticulum quality control compartment (GO:0044322)	15	1	.97	+	1.03	1.00E00	1.00E00
varicosity (GO:0043196)	15	1	.97	+	1.03	1.00E00	1.00E00
Golgi cis cisterna (GO:0000137)	15	1	.97	+	1.03	1.00E00	1.00E00
brush border (GO:0005903)	150	10	9.69	+	1.03	8.67E-01	1.00E00
exon-exon junction complex (GO:0035145)	30	2	1.94	+	1.03	1.00E00	1.00E00
BLOC-1 complex (GO:0031083)	15	1	.97	+	1.03	1.00E00	1.00E00
zymogen granule (GO:0042588)	30	2	1.94	+	1.03	1.00E00	1.00E00
RNAi effector complex (GO:0031332)	15	1	.97	+	1.03	1.00E00	1.00E00
MHC class I peptide loading complex (GO:0042824)	15	1	.97	+	1.03	1.00E00	1.00E00
cytosolic large ribosomal subunit (GO:0022625)	60	4	3.88	+	1.03	7.95E-01	1.00E00
endoplasmic reticulum membrane (GO:0005789)	1148	75	74.18	+	1.01	9.02E-01	1.00E00
early endosome (GO:0005769)	446	29	28.82	+	1.01	9.23E-01	1.00E00
endoplasmic reticulum subcompartment (GO:0098827)	1155	75	74.63	+	1.00	9.51E-01	1.00E00
clathrin-coated vesicle membrane (GO:0030665)	77	5	4.98	+	1.00	1.00E00	1.00E00
nuclear outer membrane-endoplasmic reticulum membrane network (GO:0042175)	1177	76	76.06	-	1.00	1.00E00	1.00E00
nuclear DNA-directed RNA polymerase complex (GO:0055029)	93	6	6.01	-	1.00	1.00E00	1.00E00
organelle subcompartment (GO:0031984)	1467	94	94.79	-	.99	1.00E00	1.00E00
coated vesicle (GO:0030135)	254	16	16.41	-	.97	1.00E00	1.00E00
DNA-directed RNA polymerase complex (GO:0000428)	96	6	6.20	-	.97	1.00E00	1.00E00
endoribonuclease complex (GO:1902555)	32	2	2.07	-	.97	1.00E00	1.00E00
cytoplasmic exosome (RNase complex) (GO:0000177)	16	1	1.03	-	.97	1.00E00	1.00E00
phagocytic vesicle membrane (GO:0030670)	64	4	4.14	-	.97	1.00E00	1.00E00
organellar small ribosomal subunit (GO:0000314)	32	2	2.07	-	.97	1.00E00	1.00E00
Ino80 complex (GO:0031011)	16	1	1.03	-	.97	1.00E00	1.00E00
gamma-tubulin complex (GO:0000930)	16	1	1.03	-	.97	1.00E00	1.00E00
mitochondrial small ribosomal subunit (GO:0005763)	32	2	2.07	-	.97	1.00E00	1.00E00
site of double-strand break (GO:0035861)	98	6	6.33	-	.95	1.00E00	1.00E00
A band (GO:0031672)	49	3	3.17	-	.95	1.00E00	1.00E00
RNA polymerase complex (GO:0030880)	98	6	6.33	-	.95	1.00E00	1.00E00
Flemming body (GO:0090543)	33	2	2.13	-	.94	1.00E00	1.00E00
nuclear ubiquitin ligase complex (GO:0000152)	50	3	3.23	-	.93	1.00E00	1.00E00
immunological synapse (GO:0001772)	50	3	3.23	-	.93	1.00E00	1.00E00
endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	51	3	3.30	-	.91	1.00E00	1.00E00
CatSper complex (GO:0036128)	17	1	1.10	-	.91	1.00E00	1.00E00
iron-sulfur cluster assembly complex (GO:1990229)	17	1	1.10	-	.91	1.00E00	1.00E00
kinetochore microtubule (GO:0005828)	17	1	1.10	-	.91	1.00E00	1.00E00
filamentous actin (GO:0031941)	34	2	2.20	-	.91	1.00E00	1.00E00
9+0 non-motile cilium (GO:0097731)	137	8	8.85	-	.90	1.00E00	1.00E00
endocytic vesicle membrane (GO:0030666)	87	5	5.62	-	.89	1.00E00	1.00E00
cytoplasmic region (GO:0099568)	349	20	22.55	-	.89	6.61E-01	1.00E00
RNA polymerase II, holoenzyme (GO:0016591)	70	4	4.52	-	.88	1.00E00	1.00E00
vesicle tethering complex (GO:0099023)	70	4	4.52	-	.88	1.00E00	1.00E00
photoreceptor cell cilium (GO:0097733)	123	7	7.95	-	.88	8.55E-01	1.00E00
autophagosome membrane (GO:0000421)	53	3	3.42	-	.88	1.00E00	1.00E00
chromatoid body (GO:0033391)	18	1	1.16	-	.86	1.00E00	1.00E00
cytolytic granule (GO:0044194)	18	1	1.16	-	.86	1.00E00	1.00E00
DNA polymerase complex (GO:0042575)	18	1	1.16	-	.86	1.00E00	1.00E00
ubiquitin ligase complex (GO:0000151)	385	21	24.88	-	.84	4.65E-01	1.00E00
myosin complex (GO:0016459)	55	3	3.55	-	.84	1.00E00	1.00E00
SAGA-type complex (GO:0070461)	37	2	2.39	-	.84	1.00E00	1.00E00
trans-Golgi network (GO:0005802)	259	14	16.74	-	.84	6.10E-01	1.00E00
late endosome membrane (GO:0031902)	168	9	10.86	-	.83	7.51E-01	1.00E00
cullin-RING ubiquitin ligase complex (GO:0031461)	263	14	16.99	-	.82	5.28E-01	1.00E00
ciliary basal body (GO:0036064)	188	10	12.15	-	.82	6.54E-01	1.00E00
mediator complex (GO:0016592)	38	2	2.46	-	.81	1.00E00	1.00E00
trans-Golgi network transport vesicle (GO:0030140)	38	2	2.46	-	.81	1.00E00	1.00E00
protein phosphatase type 1 complex (GO:0000164)	19	1	1.23	-	.81	1.00E00	1.00E00
clathrin-coated pit (GO:0005905)	76	4	4.91	-	.81	1.00E00	1.00E00
GABA-A receptor complex (GO:1902711)	19	1	1.23	-	.81	1.00E00	1.00E00
proteasome core complex (GO:0005839)	19	1	1.23	-	.81	1.00E00	1.00E00
early endosome membrane (GO:0031901)	192	10	12.41	-	.81	5.57E-01	1.00E00
synaptonemal complex (GO:0000795)	97	5	6.27	-	.80	8.35E-01	1.00E00
synaptonemal structure (GO:0099086)	97	5	6.27	-	.80	8.35E-01	1.00E00
Golgi apparatus subcompartment (GO:0098791)	375	19	24.23	-	.78	3.39E-01	9.07E-01
protein acetyltransferase complex (GO:0031248)	99	5	6.40	-	.78	8.36E-01	1.00E00
clathrin coat of coated pit (GO:0030132)	20	1	1.29	-	.77	1.00E00	1.00E00
BLOC complex (GO:0031082)	20	1	1.29	-	.77	1.00E00	1.00E00
azurophil granule (GO:0042582)	20	1	1.29	-	.77	1.00E00	1.00E00
dystrophin-associated glycoprotein complex (GO:0016010)	20	1	1.29	-	.77	1.00E00	1.00E00
primary lysosome (GO:0005766)	20	1	1.29	-	.77	1.00E00	1.00E00
Cul3-RING ubiquitin ligase complex (GO:0031463)	60	3	3.88	-	.77	1.00E00	1.00E00
sperm midpiece (GO:0097225)	61	3	3.94	-	.76	7.98E-01	1.00E00
H4 histone acetyltransferase complex (GO:1902562)	41	2	2.65	-	.75	1.00E00	1.00E00
vacuole (GO:0005773)	700	34	45.23	-	.75	8.52E-02	4.25E-01
late endosome (GO:0005770)	310	15	20.03	-	.75	2.94E-01	8.34E-01
nucleosome (GO:0000786)	104	5	6.72	-	.74	6.87E-01	1.00E00
acetyltransferase complex (GO:1902493)	104	5	6.72	-	.74	6.87E-01	1.00E00
platelet alpha granule (GO:0031091)	21	1	1.36	-	.74	1.00E00	1.00E00
MHC protein complex (GO:0042611)	43	2	2.78	-	.72	1.00E00	1.00E00
multivesicular body (GO:0005771)	65	3	4.20	-	.71	7.99E-01	1.00E00
lytic vacuole (GO:0000323)	588	27	38.00	-	.71	6.13E-02	3.51E-01
lysosome (GO:0005764)	588	27	38.00	-	.71	6.13E-02	3.50E-01
T cell receptor complex (GO:0042101)	22	1	1.42	-	.70	1.00E00	1.00E00
histone acetyltransferase complex (GO:0000123)	88	4	5.69	-	.70	6.62E-01	1.00E00
secondary lysosome (GO:0005767)	22	1	1.42	-	.70	1.00E00	1.00E00
respiratory chain complex (GO:0098803)	111	5	7.17	-	.70	5.59E-01	1.00E00
non-motile cilium (GO:0097730)	178	8	11.50	-	.70	3.57E-01	9.49E-01
striated muscle thin filament (GO:0005865)	23	1	1.49	-	.67	1.00E00	1.00E00
DNA repair complex (GO:1990391)	23	1	1.49	-	.67	1.00E00	1.00E00
autophagosome (GO:0005776)	116	5	7.50	-	.67	4.49E-01	1.00E00
plasma membrane bounded cell projection cytoplasm (GO:0032838)	306	13	19.77	-	.66	1.27E-01	5.24E-01
cilium (GO:0005929)	826	35	53.37	-	.66	7.40E-03	7.17E-02
anaphase-promoting complex (GO:0005680)	24	1	1.55	-	.64	1.00E00	1.00E00
mitochondria-associated endoplasmic reticulum membrane contact site (GO:0044233)	24	1	1.55	-	.64	1.00E00	1.00E00
SAGA complex (GO:0000124)	24	1	1.55	-	.64	1.00E00	1.00E00
sno(s)RNA-containing ribonucleoprotein complex (GO:0005732)	24	1	1.55	-	.64	1.00E00	1.00E00
Golgi-associated vesicle (GO:0005798)	98	4	6.33	-	.63	5.32E-01	1.00E00
MHC class Ib protein complex (GO:0032398)	25	1	1.62	-	.62	1.00E00	1.00E00
glycoprotein complex (GO:0090665)	25	1	1.62	-	.62	1.00E00	1.00E00
mitochondrial nucleoid (GO:0042645)	50	2	3.23	-	.62	7.71E-01	1.00E00
cytoplasmic dynein complex (GO:0005868)	25	1	1.62	-	.62	1.00E00	1.00E00
nucleoid (GO:0009295)	50	2	3.23	-	.62	7.71E-01	1.00E00
coated vesicle membrane (GO:0030662)	126	5	8.14	-	.61	3.60E-01	9.54E-01
nuclear pore (GO:0005643)	77	3	4.98	-	.60	4.88E-01	1.00E00
inclusion body (GO:0016234)	78	3	5.04	-	.60	4.88E-01	1.00E00
cis-Golgi network membrane (GO:0033106)	26	1	1.68	-	.60	1.00E00	1.00E00
P granule (GO:0043186)	26	1	1.68	-	.60	1.00E00	1.00E00
chloride channel complex (GO:0034707)	52	2	3.36	-	.60	7.74E-01	1.00E00
germ plasm (GO:0060293)	26	1	1.68	-	.60	1.00E00	1.00E00
pole plasm (GO:0045495)	26	1	1.68	-	.60	1.00E00	1.00E00
myofilament (GO:0036379)	27	1	1.74	-	.57	1.00E00	1.00E00
multivesicular body membrane (GO:0032585)	27	1	1.74	-	.57	1.00E00	1.00E00
manchette (GO:0002177)	27	1	1.74	-	.57	1.00E00	1.00E00
lumenal side of membrane (GO:0098576)	27	1	1.74	-	.57	1.00E00	1.00E00
vacuolar membrane (GO:0005774)	381	14	24.62	-	.57	2.64E-02	1.82E-01
brush border membrane (GO:0031526)	82	3	5.30	-	.57	4.94E-01	1.00E00
rough endoplasmic reticulum membrane (GO:0030867)	28	1	1.81	-	.55	1.00E00	1.00E00
sperm plasma membrane (GO:0097524)	29	1	1.87	-	.53	1.00E00	1.00E00
Golgi lumen (GO:0005796)	29	1	1.87	-	.53	1.00E00	1.00E00
lytic vacuole membrane (GO:0098852)	321	11	20.74	-	.53	2.19E-02	1.62E-01
lysosomal membrane (GO:0005765)	321	11	20.74	-	.53	2.19E-02	1.61E-01
Golgi stack (GO:0005795)	148	5	9.56	-	.52	1.76E-01	6.66E-01
transcription factor TFIID complex (GO:0005669)	31	1	2.00	-	.50	7.20E-01	1.00E00
MLL1 complex (GO:0071339)	31	1	2.00	-	.50	7.20E-01	1.00E00
MLL1/2 complex (GO:0044665)	32	1	2.07	-	.48	7.21E-01	1.00E00
desmosome (GO:0030057)	32	1	2.07	-	.48	7.21E-01	1.00E00
cornified envelope (GO:0001533)	66	2	4.26	-	.47	4.45E-01	1.00E00
axonemal A tubule inner sheath (GO:0160111)	33	1	2.13	-	.47	7.22E-01	1.00E00
nuclear outer membrane (GO:0005640)	34	1	2.20	-	.46	7.24E-01	1.00E00
cis-Golgi network (GO:0005801)	68	2	4.39	-	.46	3.25E-01	9.11E-01
sperm flagellum (GO:0036126)	253	6	16.35	-	.37	4.39E-03	4.71E-02
9+2 motile cilium (GO:0097729)	278	6	17.96	-	.33	1.31E-03	1.87E-02
A axonemal microtubule (GO:0097649)	47	1	3.04	-	.33	3.69E-01	9.73E-01
ciliary base (GO:0097546)	47	1	3.04	-	.33	3.69E-01	9.71E-01
axonemal microtubule doublet inner sheath (GO:0160110)	49	1	3.17	-	.32	3.74E-01	9.45E-01
membrane coat (GO:0030117)	100	2	6.46	-	.31	6.69E-02	3.61E-01
respiratory chain complex I (GO:0045271)	50	1	3.23	-	.31	3.77E-01	9.52E-01
NADH dehydrogenase complex (GO:0030964)	50	1	3.23	-	.31	3.77E-01	9.50E-01
coated membrane (GO:0048475)	100	2	6.46	-	.31	6.69E-02	3.60E-01
motile cilium (GO:0031514)	362	7	23.39	-	.30	8.58E-05	1.73E-03
clathrin coat (GO:0030118)	52	1	3.36	-	.30	2.59E-01	7.77E-01
axonemal doublet microtubule (GO:0097545)	52	1	3.36	-	.30	2.59E-01	7.75E-01
keratin filament (GO:0045095)	53	1	3.42	-	.29	2.60E-01	7.77E-01
Unclassified (UNCLASSIFIED)	1069	20	69.08	-	.29	7.16E-13	5.10E-11
dynein complex (GO:0030286)	57	1	3.68	-	.27	1.83E-01	6.32E-01
Golgi cisterna (GO:0031985)	114	2	7.37	-	.27	3.45E-02	2.26E-01
axonemal microtubule (GO:0005879)	59	1	3.81	-	.26	1.83E-01	6.33E-01
COPII-coated ER to Golgi transport vesicle (GO:0030134)	60	1	3.88	-	.26	1.84E-01	6.35E-01
Golgi cisterna membrane (GO:0032580)	72	1	4.65	-	.21	9.02E-02	4.40E-01
axoneme (GO:0005930)	206	2	13.31	-	.15	2.72E-04	5.07E-03
ciliary plasm (GO:0097014)	207	2	13.38	-	.15	1.79E-04	3.51E-03
apoptosome (GO:0043293)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of transport vesicle membrane (GO:0098539)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
RAVE complex (GO:0043291)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
spine apparatus membrane (GO:0098897)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
mitochondrial processing peptidase complex (GO:0017087)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
postsynaptic early endosome membrane (GO:0098896)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
extrinsic component of presynaptic active zone membrane (GO:0098891)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
fatty acid beta-oxidation multienzyme complex (GO:0036125)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
CA3 pyramidal cell dendrite (GO:0097442)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
late recombination nodule (GO:0005715)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
recombination nodule (GO:0005713)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
chiasma (GO:0005712)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class III (GO:0035032)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
hyaluranon cable (GO:0036117)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
trans-Golgi network transport vesicle membrane (GO:0012510)	19	0	1.23	-	 < 0.01	6.31E-01	1.00E00
intracellular cyclic nucleotide activated cation channel complex (GO:0017071)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
Rpd3L-Expanded complex (GO:0070210)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
polytene chromosome (GO:0005700)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ER to Golgi transport vesicle membrane (GO:0012507)	29	0	1.87	-	 < 0.01	2.58E-01	7.75E-01
epididymosome (GO:0098875)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
platelet-derived growth factor complex (GO:1990265)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
late endosome lumen (GO:0031906)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
microtubule bundle (GO:0097427)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
glial filament (GO:0097426)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ribonuclease III complex (GO:1903095)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
mitochondrial chromosome (GO:0000262)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
tubular endosome (GO:0097422)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
macropinosome (GO:0044354)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
pinosome (GO:0044352)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
negative cofactor 2 complex (GO:0017054)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
keratohyalin granule (GO:0036457)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
guanylate cyclase complex, soluble (GO:0008074)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
classical Lewy body (GO:0097414)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ESCRT complex (GO:0036452)	27	0	1.74	-	 < 0.01	4.17E-01	1.00E00
Lewy body (GO:0097413)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
ASAP complex (GO:0061574)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
laminin-10 complex (GO:0043259)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
laminin-8 complex (GO:0043257)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
HCN channel complex (GO:0098855)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
Atg12-Atg5-Atg16 complex (GO:0034274)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class III, type II (GO:0034272)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class III, type I (GO:0034271)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
glial cytoplasmic inclusion (GO:0097409)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
dolichol-phosphate-mannose synthase complex (GO:0033185)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
plasma membrane proton-transporting V-type ATPase complex (GO:0033181)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Toll-like receptor 2-Toll-like receptor 6 protein complex (GO:0035355)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Toll-like receptor 1-Toll-like receptor 2 protein complex (GO:0035354)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Ragulator complex (GO:0071986)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
podocyte foot (GO:0098846)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
postsynaptic endocytic zone membrane (GO:0098844)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
AIP1-IRE1 complex (GO:1990597)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
STING complex (GO:1990231)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
BRCA1-C complex (GO:0070533)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
BRCA1-B complex (GO:0070532)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
BRCA1-A complex (GO:0070531)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
ATF1-ATF4 transcription factor complex (GO:1990590)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
spine synapse (GO:0106033)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
sulfurtransferase complex (GO:1990228)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
ATF4-CREB1 transcription factor complex (GO:1990589)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
cardiac Troponin complex (GO:1990584)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
L-cysteine desulfurase complex (GO:1990221)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
ERCC4-ERCC1 complex (GO:0070522)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
rod spherule (GO:0044317)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
NOS2-CD74 complex (GO:0035693)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum tubular network membrane (GO:0098826)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
mitochondrial DNA-directed RNA polymerase complex (GO:0034245)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
CAK-ERCC2 complex (GO:0070516)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
microprocessor complex (GO:0070877)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
trans-synaptic protein complex (GO:0098820)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
SRF-myogenin-E12 complex (GO:0070514)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
SOSS complex (GO:0070876)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
TERT-RMRP complex (GO:1990572)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
MLL3/4 complex (GO:0044666)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
9+2 non-motile cilium (GO:0097732)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
axon collateral (GO:0044303)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
dentate gyrus mossy fiber (GO:0044302)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
cytoskeletal calyx (GO:0033150)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cerebellar mossy fiber (GO:0044300)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
sperm fibrous sheath (GO:0035686)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
granular component (GO:0001652)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
dense fibrillar component (GO:0001651)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
I(KACh) inward rectifier potassium channel complex (GO:1990566)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
histone H3-K14 acetyltransferase complex (GO:0036409)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
9+0 motile cilium (GO:0097728)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
cyclin/CDK positive transcription elongation factor complex (GO:0008024)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
IkappaB kinase complex (GO:0008385)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I core factor complex (GO:0070860)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
amyloid-beta complex (GO:0106003)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
mCRD-mediated mRNA stability complex (GO:0106002)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
methylcrotonoyl-CoA carboxylase complex (GO:1905202)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
translation release factor complex (GO:0018444)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
XPC complex (GO:0071942)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
non-motile cilium membrane (GO:0098804)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
guanyl-nucleotide exchange factor complex (GO:0032045)	23	0	1.49	-	 < 0.01	3.98E-01	9.92E-01
DSIF complex (GO:0032044)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
integrator complex (GO:0032039)	19	0	1.23	-	 < 0.01	6.31E-01	1.00E00
Mon1-Ccz1 complex (GO:0035658)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
eRF1 methyltransferase complex (GO:0035657)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
yolk (GO:0060417)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
photoreceptor connecting cilium (GO:0032391)	48	0	3.10	-	 < 0.01	7.38E-02	3.79E-01
UDP-N-acetylglucosamine transferase complex (GO:0043541)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex (GO:0043540)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
cleavage body (GO:0071920)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Dom34-Hbs1 complex (GO:1990533)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
phospholipid-translocating ATPase complex (GO:1990531)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
katanin complex (GO:0008352)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
retrograde transporter complex, Golgi to ER (GO:0061852)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
subcortical maternal complex (GO:0106333)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
