




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (3078)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
smooth muscle contractile fiber (GO:0030485)	5	1	.70	+	1.42	5.32E-01	9.69E-01
transcription factor TFIIA complex (GO:0005672)	5	1	.70	+	1.42	5.32E-01	9.68E-01
PcG protein complex (GO:0031519)	50	10	7.05	+	1.42	2.23E-01	6.05E-01
MPP7-DLG1-LIN7 complex (GO:0097025)	5	1	.70	+	1.42	5.32E-01	9.67E-01
cytosolic [4Fe-4S] assembly targeting complex (GO:0097361)	5	1	.70	+	1.42	5.32E-01	9.67E-01
calcium- and calmodulin-dependent protein kinase complex (GO:0005954)	5	1	.70	+	1.42	5.32E-01	9.66E-01
elongin complex (GO:0070449)	5	1	.70	+	1.42	5.32E-01	9.65E-01
Golgi cis cisterna (GO:0000137)	15	3	2.11	+	1.42	4.58E-01	8.59E-01
GATOR1 complex (GO:1990130)	5	1	.70	+	1.42	5.32E-01	9.64E-01
spermatoproteasome complex (GO:1990111)	5	1	.70	+	1.42	5.32E-01	9.63E-01
transcription factor TFIIH core complex (GO:0000439)	10	2	1.41	+	1.42	6.41E-01	1.00E00
glycoprotein Ib-IX-V complex (GO:1990779)	5	1	.70	+	1.42	5.32E-01	9.62E-01
myosin II complex (GO:0016460)	25	5	3.52	+	1.42	3.86E-01	7.80E-01
hemidesmosome (GO:0030056)	10	2	1.41	+	1.42	6.41E-01	1.00E00
Lsm1-7-Pat1 complex (GO:1990726)	5	1	.70	+	1.42	5.32E-01	9.61E-01
Cul3-RING ubiquitin ligase complex (GO:0031463)	60	12	8.46	+	1.42	1.92E-01	5.50E-01
GTPase activator complex (GO:1902773)	10	2	1.41	+	1.42	6.41E-01	1.00E00
mitochondrial [2Fe-2S] assembly complex (GO:0099128)	5	1	.70	+	1.42	5.32E-01	9.60E-01
SMAD protein complex (GO:0071141)	10	2	1.41	+	1.42	6.41E-01	1.00E00
transcription export complex 2 (GO:0070390)	5	1	.70	+	1.42	5.32E-01	9.60E-01
proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045261)	5	1	.70	+	1.42	5.32E-01	9.59E-01
cytoplasmic dynein complex (GO:0005868)	25	5	3.52	+	1.42	3.86E-01	7.79E-01
lipopolysaccharide receptor complex (GO:0046696)	5	1	.70	+	1.42	5.32E-01	9.58E-01
cortical microtubule cytoskeleton (GO:0030981)	5	1	.70	+	1.42	5.32E-01	9.57E-01
perineuronal net (GO:0072534)	10	2	1.41	+	1.42	6.41E-01	1.00E00
alveolar lamellar body (GO:0097208)	10	2	1.41	+	1.42	6.41E-01	1.00E00
heterotrimeric G-protein complex (GO:0005834)	35	7	4.93	+	1.42	3.27E-01	7.33E-01
exon-exon junction complex (GO:0035145)	30	6	4.23	+	1.42	3.03E-01	6.94E-01
terminal web (GO:1990357)	5	1	.70	+	1.42	5.32E-01	9.56E-01
XY body (GO:0001741)	25	5	3.52	+	1.42	3.86E-01	7.78E-01
proximal dendrite (GO:1990635)	15	3	2.11	+	1.42	4.58E-01	8.58E-01
GID complex (GO:0034657)	5	1	.70	+	1.42	5.32E-01	9.55E-01
rDNA heterochromatin (GO:0033553)	5	1	.70	+	1.42	5.32E-01	9.54E-01
super elongation complex (GO:0032783)	5	1	.70	+	1.42	5.32E-01	9.54E-01
vesicle tethering complex (GO:0099023)	70	14	9.87	+	1.42	1.67E-01	4.86E-01
MHC class I peptide loading complex (GO:0042824)	15	3	2.11	+	1.42	4.58E-01	8.58E-01
serine protease inhibitor complex (GO:0097180)	10	2	1.41	+	1.42	6.41E-01	1.00E00
insulin-like growth factor binding protein complex (GO:0016942)	5	1	.70	+	1.42	5.32E-01	9.53E-01
checkpoint clamp complex (GO:0030896)	5	1	.70	+	1.42	5.32E-01	9.52E-01
interchromatin granule (GO:0035061)	5	1	.70	+	1.42	5.32E-01	9.51E-01
multivesicular body (GO:0005771)	65	13	9.16	+	1.42	2.08E-01	5.67E-01
protein-containing complex (GO:0032991)	5919	1181	834.34	+	1.42	4.73E-49	9.42E-47
centriole (GO:0005814)	161	32	22.69	+	1.41	4.03E-02	2.00E-01
DNA-directed RNA polymerase complex (GO:0000428)	96	19	13.53	+	1.40	1.07E-01	3.87E-01
cytoplasmic region (GO:0099568)	349	69	49.19	+	1.40	3.13E-03	2.65E-02
receptor complex (GO:0043235)	415	82	58.50	+	1.40	1.31E-03	1.36E-02
sarcomere (GO:0030017)	233	46	32.84	+	1.40	1.75E-02	1.10E-01
Golgi apparatus subcompartment (GO:0098791)	375	74	52.86	+	1.40	2.65E-03	2.40E-02
nuclear body (GO:0016604)	854	168	120.38	+	1.40	4.68E-06	8.33E-05
catalytic step 2 spliceosome (GO:0071013)	107	21	15.08	+	1.39	1.23E-01	4.25E-01
endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	51	10	7.19	+	1.39	2.32E-01	6.27E-01
endoplasmic reticulum (GO:0005783)	1923	376	271.07	+	1.39	5.66E-12	1.66E-10
RNA polymerase II transcription regulator complex (GO:0090575)	251	49	35.38	+	1.38	1.73E-02	1.09E-01
H4 histone acetyltransferase complex (GO:1902562)	41	8	5.78	+	1.38	3.64E-01	8.08E-01
ubiquitin ligase complex (GO:0000151)	385	75	54.27	+	1.38	3.07E-03	2.62E-02
protein folding chaperone complex (GO:0101031)	36	7	5.07	+	1.38	3.38E-01	7.54E-01
intermediate filament cytoskeleton (GO:0045111)	180	35	25.37	+	1.38	5.18E-02	2.42E-01
methyltransferase complex (GO:0034708)	103	20	14.52	+	1.38	1.19E-01	4.23E-01
plasma membrane protein complex (GO:0098797)	613	119	86.41	+	1.38	2.50E-04	3.15E-03
RNA polymerase complex (GO:0030880)	98	19	13.81	+	1.38	1.44E-01	4.51E-01
transcription factor TFIID complex (GO:0005669)	31	6	4.37	+	1.37	4.34E-01	8.54E-01
nuclear DNA-directed RNA polymerase complex (GO:0055029)	93	18	13.11	+	1.37	1.77E-01	5.09E-01
secretory granule membrane (GO:0030667)	119	23	16.77	+	1.37	1.12E-01	4.00E-01
supramolecular fiber (GO:0099512)	1021	197	143.92	+	1.37	3.05E-06	5.69E-05
supramolecular polymer (GO:0099081)	1028	198	144.91	+	1.37	2.68E-06	5.15E-05
endomembrane system (GO:0012505)	4451	857	627.41	+	1.37	7.11E-27	6.75E-25
acetyltransferase complex (GO:1902493)	104	20	14.66	+	1.36	1.56E-01	4.60E-01
chloride channel complex (GO:0034707)	52	10	7.33	+	1.36	3.15E-01	7.07E-01
microbody (GO:0042579)	151	29	21.28	+	1.36	7.77E-02	3.15E-01
peroxisome (GO:0005777)	151	29	21.28	+	1.36	7.77E-02	3.14E-01
centriolar satellite (GO:0034451)	125	24	17.62	+	1.36	1.20E-01	4.24E-01
protein acetyltransferase complex (GO:0031248)	99	19	13.96	+	1.36	1.47E-01	4.61E-01
endosome (GO:0005768)	1032	198	145.47	+	1.36	3.51E-06	6.48E-05
PML body (GO:0016605)	115	22	16.21	+	1.36	1.38E-01	4.68E-01
dendrite terminus (GO:0044292)	21	4	2.96	+	1.35	5.25E-01	9.67E-01
phagophore assembly site membrane (GO:0034045)	21	4	2.96	+	1.35	5.25E-01	9.67E-01
retromer complex (GO:0030904)	21	4	2.96	+	1.35	5.25E-01	9.66E-01
transcription export complex (GO:0000346)	21	4	2.96	+	1.35	5.25E-01	9.65E-01
platelet alpha granule (GO:0031091)	21	4	2.96	+	1.35	5.25E-01	9.64E-01
extrinsic component of organelle membrane (GO:0031312)	42	8	5.92	+	1.35	3.71E-01	7.60E-01
cytoplasmic vesicle (GO:0031410)	2211	421	311.66	+	1.35	1.13E-11	3.17E-10
late endosome (GO:0005770)	310	59	43.70	+	1.35	1.68E-02	1.07E-01
transcription regulator complex (GO:0005667)	557	106	78.51	+	1.35	1.06E-03	1.13E-02
microtubule (GO:0005874)	489	93	68.93	+	1.35	2.43E-03	2.26E-02
intracellular vesicle (GO:0097708)	2219	422	312.79	+	1.35	1.23E-11	3.40E-10
terminal bouton (GO:0043195)	95	18	13.39	+	1.34	1.82E-01	5.25E-01
basement membrane (GO:0005604)	122	23	17.20	+	1.34	1.49E-01	4.53E-01
secretory vesicle (GO:0099503)	765	144	107.83	+	1.34	2.53E-04	3.17E-03
phagocytic vesicle (GO:0045335)	133	25	18.75	+	1.33	1.32E-01	4.52E-01
cytoplasmic vesicle membrane (GO:0030659)	990	186	139.55	+	1.33	3.03E-05	4.88E-04
nBAF complex (GO:0071565)	16	3	2.26	+	1.33	4.85E-01	9.03E-01
catenin complex (GO:0016342)	32	6	4.51	+	1.33	4.43E-01	8.68E-01
ESC/E(Z) complex (GO:0035098)	16	3	2.26	+	1.33	4.85E-01	9.02E-01
acrosomal membrane (GO:0002080)	48	9	6.77	+	1.33	4.03E-01	8.05E-01
vesicle (GO:0031982)	2353	441	331.68	+	1.33	4.01E-11	1.08E-09
organelle subcompartment (GO:0031984)	1467	274	206.79	+	1.33	5.07E-07	1.03E-05
vesicle membrane (GO:0012506)	1008	187	142.09	+	1.32	6.46E-05	9.21E-04
intracellular membraneless organelle (GO:0043232)	4886	905	688.73	+	1.31	8.60E-23	6.86E-21
ESCRT complex (GO:0036452)	27	5	3.81	+	1.31	5.76E-01	1.00E00
membraneless organelle (GO:0043228)	4888	905	689.01	+	1.31	1.08E-22	8.30E-21
cytoskeleton (GO:0005856)	2382	441	335.77	+	1.31	2.20E-10	5.76E-09
supramolecular complex (GO:0099080)	1402	259	197.63	+	1.31	2.70E-06	5.14E-05
intracellular organelle lumen (GO:0070013)	4861	898	685.21	+	1.31	3.61E-22	2.57E-20
organelle lumen (GO:0043233)	4862	898	685.35	+	1.31	3.67E-22	2.52E-20
membrane-enclosed lumen (GO:0031974)	4862	898	685.35	+	1.31	3.67E-22	2.44E-20
SNARE complex (GO:0031201)	49	9	6.91	+	1.30	4.08E-01	8.15E-01
Golgi-associated vesicle (GO:0005798)	98	18	13.81	+	1.30	2.43E-01	6.36E-01
cytoplasm (GO:0005737)	11812	2163	1665.02	+	1.30	1.22E-86	8.14E-84
transcription repressor complex (GO:0017053)	82	15	11.56	+	1.30	2.66E-01	6.21E-01
endoplasmic reticulum subcompartment (GO:0098827)	1155	210	162.81	+	1.29	7.45E-05	1.02E-03
compact myelin (GO:0043218)	22	4	3.10	+	1.29	5.40E-01	9.63E-01
CD40 receptor complex (GO:0035631)	11	2	1.55	+	1.29	6.61E-01	1.00E00
histone acetyltransferase complex (GO:0000123)	88	16	12.40	+	1.29	2.81E-01	6.47E-01
RPAP3/R2TP/prefoldin-like complex (GO:1990062)	11	2	1.55	+	1.29	6.61E-01	1.00E00
cholinergic synapse (GO:0098981)	22	4	3.10	+	1.29	5.40E-01	9.62E-01
nucleocytoplasmic transport complex (GO:0031074)	11	2	1.55	+	1.29	6.61E-01	1.00E00
MCM complex (GO:0042555)	11	2	1.55	+	1.29	6.61E-01	1.00E00
Wnt signalosome (GO:1990909)	11	2	1.55	+	1.29	6.61E-01	1.00E00
protease inhibitor complex (GO:0097179)	11	2	1.55	+	1.29	6.61E-01	1.00E00
apical cortex (GO:0045179)	11	2	1.55	+	1.29	6.61E-01	1.00E00
endoplasmic reticulum membrane (GO:0005789)	1148	208	161.82	+	1.29	1.02E-04	1.39E-03
nucleolus (GO:0005730)	1016	184	143.22	+	1.28	2.59E-04	3.23E-03
vacuolar membrane (GO:0005774)	381	69	53.71	+	1.28	2.58E-02	1.41E-01
lytic vacuole membrane (GO:0098852)	321	58	45.25	+	1.28	4.32E-02	2.07E-01
lysosomal membrane (GO:0005765)	321	58	45.25	+	1.28	4.32E-02	2.06E-01
photoreceptor inner segment (GO:0001917)	72	13	10.15	+	1.28	3.11E-01	7.08E-01
sperm midpiece (GO:0097225)	61	11	8.60	+	1.28	3.58E-01	7.95E-01
cortical cytoskeleton (GO:0030863)	122	22	17.20	+	1.28	2.39E-01	6.31E-01
nuclear outer membrane-endoplasmic reticulum membrane network (GO:0042175)	1177	212	165.91	+	1.28	1.23E-04	1.65E-03
actin filament (GO:0005884)	128	23	18.04	+	1.27	2.03E-01	5.56E-01
polymeric cytoskeletal fiber (GO:0099513)	757	136	106.71	+	1.27	2.42E-03	2.27E-02
nucleoplasm (GO:0005654)	3779	678	532.69	+	1.27	3.77E-13	1.17E-11
nuclear lumen (GO:0031981)	4293	770	605.14	+	1.27	3.57E-15	1.32E-13
hippocampal mossy fiber to CA3 synapse (GO:0098686)	67	12	9.44	+	1.27	3.78E-01	7.69E-01
intracellular membrane-bounded organelle (GO:0043231)	11792	2107	1662.20	+	1.27	4.07E-69	1.62E-66
late endosome membrane (GO:0031902)	168	30	23.68	+	1.27	1.80E-01	5.20E-01
lipid droplet (GO:0005811)	118	21	16.63	+	1.26	2.34E-01	6.26E-01
intracellular organelle (GO:0043229)	12940	2301	1824.02	+	1.26	2.03E-83	1.01E-80
centrosome (GO:0005813)	737	131	103.89	+	1.26	4.30E-03	3.45E-02
organelle (GO:0043226)	13289	2362	1873.22	+	1.26	1.72E-89	1.71E-86
outer membrane (GO:0019867)	242	43	34.11	+	1.26	1.13E-01	4.05E-01
organelle outer membrane (GO:0031968)	242	43	34.11	+	1.26	1.13E-01	4.05E-01
ribonucleoprotein granule (GO:0035770)	282	50	39.75	+	1.26	8.45E-02	3.37E-01
microtubule cytoskeleton (GO:0015630)	1439	255	202.84	+	1.26	7.35E-05	1.02E-03
nuclear inner membrane (GO:0005637)	51	9	7.19	+	1.25	4.23E-01	8.36E-01
Schmidt-Lanterman incisure (GO:0043220)	17	3	2.40	+	1.25	7.23E-01	1.00E00
nuclear outer membrane (GO:0005640)	34	6	4.79	+	1.25	4.68E-01	8.75E-01
endoplasmic reticulum exit site (GO:0070971)	34	6	4.79	+	1.25	4.68E-01	8.74E-01
chromocenter (GO:0010369)	17	3	2.40	+	1.25	7.23E-01	1.00E00
mitochondrial outer membrane (GO:0005741)	210	37	29.60	+	1.25	1.62E-01	4.74E-01
actin-based cell projection (GO:0098858)	273	48	38.48	+	1.25	9.66E-02	3.74E-01
membrane-bounded organelle (GO:0043227)	12297	2162	1733.38	+	1.25	2.18E-65	6.20E-63
microbody membrane (GO:0031903)	57	10	8.03	+	1.24	4.45E-01	8.71E-01
cyclin-dependent protein kinase holoenzyme complex (GO:0000307)	57	10	8.03	+	1.24	4.45E-01	8.70E-01
peroxisomal membrane (GO:0005778)	57	10	8.03	+	1.24	4.45E-01	8.69E-01
microtubule organizing center (GO:0005815)	885	155	124.75	+	1.24	3.59E-03	2.98E-02
intracellular anatomical structure (GO:0005622)	14542	2545	2049.84	+	1.24	1.18E-101	2.36E-98
cullin-RING ubiquitin ligase complex (GO:0031461)	263	46	37.07	+	1.24	1.29E-01	4.42E-01
early endosome (GO:0005769)	446	78	62.87	+	1.24	4.58E-02	2.18E-01
guanyl-nucleotide exchange factor complex (GO:0032045)	23	4	3.24	+	1.23	5.55E-01	9.86E-01
myosin filament (GO:0032982)	23	4	3.24	+	1.23	5.55E-01	9.85E-01
proteasome regulatory particle (GO:0005838)	23	4	3.24	+	1.23	5.55E-01	9.85E-01
trans-Golgi network (GO:0005802)	259	45	36.51	+	1.23	1.27E-01	4.37E-01
brush border (GO:0005903)	150	26	21.14	+	1.23	2.40E-01	6.33E-01
spindle (GO:0005819)	434	75	61.18	+	1.23	5.97E-02	2.58E-01
nucleus (GO:0005634)	7280	1257	1026.19	+	1.22	6.39E-21	3.86E-19
endocytic vesicle membrane (GO:0030666)	87	15	12.26	+	1.22	4.38E-01	8.60E-01
phagocytic vesicle membrane (GO:0030670)	64	11	9.02	+	1.22	4.71E-01	8.77E-01
ciliary basal body (GO:0036064)	188	32	26.50	+	1.21	2.47E-01	6.46E-01
intercellular bridge (GO:0045171)	100	17	14.10	+	1.21	3.88E-01	7.82E-01
plasma membrane bounded cell projection cytoplasm (GO:0032838)	306	52	43.13	+	1.21	1.59E-01	4.66E-01
protein serine/threonine phosphatase complex (GO:0008287)	53	9	7.47	+	1.20	5.52E-01	9.82E-01
phosphatase complex (GO:1903293)	53	9	7.47	+	1.20	5.52E-01	9.81E-01
autophagosome membrane (GO:0000421)	53	9	7.47	+	1.20	5.52E-01	9.80E-01
histone methyltransferase complex (GO:0035097)	71	12	10.01	+	1.20	4.93E-01	9.17E-01
cytoplasmic ribonucleoprotein granule (GO:0036464)	264	44	37.21	+	1.18	2.47E-01	6.46E-01
protein phosphatase type 2A complex (GO:0000159)	18	3	2.54	+	1.18	7.33E-01	1.00E00
euchromatin (GO:0000791)	72	12	10.15	+	1.18	4.98E-01	9.22E-01
RNA polymerase II transcription repressor complex (GO:0090571)	18	3	2.54	+	1.18	7.33E-01	1.00E00
nuclear matrix (GO:0016363)	132	22	18.61	+	1.18	3.80E-01	7.74E-01
microtubule bundle (GO:0097427)	6	1	.85	+	1.18	5.98E-01	1.00E00
uniplex complex (GO:1990246)	6	1	.85	+	1.18	5.98E-01	1.00E00
cortical granule (GO:0060473)	6	1	.85	+	1.18	5.98E-01	1.00E00
Ragulator complex (GO:0071986)	6	1	.85	+	1.18	5.98E-01	1.00E00
MLL3/4 complex (GO:0044666)	12	2	1.69	+	1.18	6.82E-01	1.00E00
dense fibrillar component (GO:0001651)	6	1	.85	+	1.18	5.98E-01	1.00E00
phagolysosome (GO:0032010)	6	1	.85	+	1.18	5.98E-01	1.00E00
ESCRT I complex (GO:0000813)	12	2	1.69	+	1.18	6.82E-01	1.00E00
ubiquinone biosynthesis complex (GO:0110142)	6	1	.85	+	1.18	5.98E-01	1.00E00
ER membrane insertion complex (GO:0072379)	12	2	1.69	+	1.18	6.82E-01	1.00E00
kainate selective glutamate receptor complex (GO:0032983)	6	1	.85	+	1.18	5.98E-01	1.00E00
transcription factor TFIIH holo complex (GO:0005675)	12	2	1.69	+	1.18	6.82E-01	1.00E00
mitotic spindle (GO:0072686)	180	30	25.37	+	1.18	3.32E-01	7.42E-01
histone pre-mRNA 3'end processing complex (GO:0071204)	6	1	.85	+	1.18	5.98E-01	1.00E00
DNA-dependent protein kinase-DNA ligase 4 complex (GO:0005958)	6	1	.85	+	1.18	5.98E-01	1.00E00
SAGA complex (GO:0000124)	24	4	3.38	+	1.18	7.67E-01	1.00E00
radial spoke head (GO:0001535)	6	1	.85	+	1.18	5.98E-01	1.00E00
phagocytic cup (GO:0001891)	30	5	4.23	+	1.18	6.04E-01	1.00E00
proteasome regulatory particle, base subcomplex (GO:0008540)	12	2	1.69	+	1.18	6.82E-01	1.00E00
axonemal central apparatus (GO:1990716)	6	1	.85	+	1.18	5.98E-01	1.00E00
CCR4-NOT core complex (GO:0030015)	6	1	.85	+	1.18	5.98E-01	1.00E00
collagen type XI trimer (GO:0005592)	6	1	.85	+	1.18	5.98E-01	1.00E00
collagen type IV trimer (GO:0005587)	6	1	.85	+	1.18	5.98E-01	1.00E00
fibrinogen complex (GO:0005577)	6	1	.85	+	1.18	5.98E-01	1.00E00
NatA complex (GO:0031415)	6	1	.85	+	1.18	5.98E-01	1.00E00
sodium:potassium-exchanging ATPase complex (GO:0005890)	12	2	1.69	+	1.18	6.82E-01	1.00E00
basement membrane collagen trimer (GO:0098651)	6	1	.85	+	1.18	5.98E-01	1.00E00
protein complex involved in cell-cell adhesion (GO:0098635)	6	1	.85	+	1.18	5.98E-01	1.00E00
NADPH oxidase complex (GO:0043020)	12	2	1.69	+	1.18	6.82E-01	1.00E00
nuclear periphery (GO:0034399)	162	27	22.84	+	1.18	3.64E-01	8.07E-01
endoplasmic reticulum-plasma membrane contact site (GO:0140268)	12	2	1.69	+	1.18	6.82E-01	1.00E00
nuclear RNA export factor complex (GO:0042272)	6	1	.85	+	1.18	5.98E-01	1.00E00
ooplasm (GO:1990917)	6	1	.85	+	1.18	5.98E-01	1.00E00
neuronal dense core vesicle membrane (GO:0099012)	6	1	.85	+	1.18	5.98E-01	1.00E00
stereocilia ankle link complex (GO:0002142)	6	1	.85	+	1.18	5.98E-01	1.00E00
stereocilia ankle link (GO:0002141)	6	1	.85	+	1.18	5.98E-01	1.00E00
microvillus (GO:0005902)	121	20	17.06	+	1.17	4.32E-01	8.52E-01
chromatin (GO:0000785)	793	131	111.78	+	1.17	4.82E-02	2.28E-01
secretory granule (GO:0030141)	534	88	75.27	+	1.17	1.15E-01	4.10E-01
fibrillar center (GO:0001650)	154	25	21.71	+	1.15	4.17E-01	8.25E-01
membrane (GO:0016020)	9761	1583	1375.91	+	1.15	7.15E-16	2.74E-14
SAGA-type complex (GO:0070461)	37	6	5.22	+	1.15	6.39E-01	1.00E00
endosome membrane (GO:0010008)	508	82	71.61	+	1.15	1.76E-01	5.08E-01
intermediate filament (GO:0005882)	143	23	20.16	+	1.14	4.70E-01	8.77E-01
immunological synapse (GO:0001772)	50	8	7.05	+	1.14	6.83E-01	1.00E00
brush border membrane (GO:0031526)	82	13	11.56	+	1.12	6.33E-01	1.00E00
spindle pole (GO:0000922)	183	29	25.80	+	1.12	5.21E-01	9.61E-01
exocyst (GO:0000145)	19	3	2.68	+	1.12	7.43E-01	1.00E00
alpha-ketoacid dehydrogenase complex (GO:0045240)	19	3	2.68	+	1.12	7.43E-01	1.00E00
mRNA cleavage and polyadenylation specificity factor complex (GO:0005847)	19	3	2.68	+	1.12	7.43E-01	1.00E00
cell periphery (GO:0071944)	6590	1036	928.93	+	1.12	7.03E-06	1.20E-04
cluster of actin-based cell projections (GO:0098862)	224	35	31.58	+	1.11	4.99E-01	9.21E-01
cellular anatomical structure (GO:0110165)	19126	2958	2696.00	+	1.10	1.29E-67	4.29E-65
plasma membrane (GO:0005886)	6083	936	857.46	+	1.09	7.14E-04	8.09E-03
SUMO ligase complex (GO:0106068)	13	2	1.83	+	1.09	7.04E-01	1.00E00
vacuolar proton-transporting V-type ATPase complex (GO:0016471)	26	4	3.66	+	1.09	7.79E-01	1.00E00
enzyme activator complex (GO:0150005)	13	2	1.83	+	1.09	7.04E-01	1.00E00
amphisome (GO:0044753)	13	2	1.83	+	1.09	7.04E-01	1.00E00
nuclear replisome (GO:0043601)	26	4	3.66	+	1.09	7.79E-01	1.00E00
condensed chromosome, centromeric region (GO:0000779)	184	28	25.94	+	1.08	6.70E-01	1.00E00
non-motile cilium (GO:0097730)	178	27	25.09	+	1.08	6.65E-01	1.00E00
kinetochore (GO:0000776)	172	26	24.25	+	1.07	6.61E-01	1.00E00
chromosome (GO:0005694)	1454	219	204.96	+	1.07	2.75E-01	6.33E-01
basal plasma membrane (GO:0009925)	340	51	47.93	+	1.06	6.37E-01	1.00E00
costamere (GO:0043034)	20	3	2.82	+	1.06	7.55E-01	1.00E00
apical part of cell (GO:0045177)	595	89	83.87	+	1.06	5.50E-01	9.80E-01
basal part of cell (GO:0045178)	362	54	51.03	+	1.06	6.48E-01	1.00E00
intraciliary transport particle (GO:0030990)	27	4	3.81	+	1.05	7.86E-01	1.00E00
replisome (GO:0030894)	27	4	3.81	+	1.05	7.86E-01	1.00E00
chromosome, telomeric region (GO:0000781)	130	19	18.32	+	1.04	8.01E-01	1.00E00
basolateral plasma membrane (GO:0016323)	308	45	43.42	+	1.04	8.04E-01	1.00E00
cellular_component (GO:0005575)	20767	3027	2927.31	+	1.03	5.49E-24	4.76E-22
myosin complex (GO:0016459)	55	8	7.75	+	1.03	8.47E-01	1.00E00
side of membrane (GO:0098552)	860	124	121.23	+	1.02	7.64E-01	1.00E00
extracellular vesicle (GO:1903561)	118	17	16.63	+	1.02	8.95E-01	1.00E00
cell surface (GO:0009986)	1135	163	159.99	+	1.02	7.93E-01	1.00E00
matrix side of mitochondrial inner membrane (GO:0099617)	7	1	.99	+	1.01	1.00E00	1.00E00
dense body (GO:0097433)	7	1	.99	+	1.01	1.00E00	1.00E00
postsynaptic early endosome (GO:0098842)	7	1	.99	+	1.01	1.00E00	1.00E00
sulfurtransferase complex (GO:1990228)	7	1	.99	+	1.01	1.00E00	1.00E00
lateral loop (GO:0043219)	7	1	.99	+	1.01	1.00E00	1.00E00
tertiary granule (GO:0070820)	7	1	.99	+	1.01	1.00E00	1.00E00
Cdc73/Paf1 complex (GO:0016593)	7	1	.99	+	1.01	1.00E00	1.00E00
NURF complex (GO:0016589)	7	1	.99	+	1.01	1.00E00	1.00E00
mismatch repair complex (GO:0032300)	7	1	.99	+	1.01	1.00E00	1.00E00
TIM22 mitochondrial import inner membrane insertion complex (GO:0042721)	7	1	.99	+	1.01	1.00E00	1.00E00
ankyrin-1 complex (GO:0170014)	7	1	.99	+	1.01	1.00E00	1.00E00
meiotic spindle (GO:0072687)	21	3	2.96	+	1.01	1.00E00	1.00E00
H4/H2A histone acetyltransferase complex (GO:0043189)	28	4	3.95	+	1.01	1.00E00	1.00E00
NuA4 histone acetyltransferase complex (GO:0035267)	28	4	3.95	+	1.01	1.00E00	1.00E00
DNA recombinase mediator complex (GO:0033061)	7	1	.99	+	1.01	1.00E00	1.00E00
pre-snoRNP complex (GO:0070761)	7	1	.99	+	1.01	1.00E00	1.00E00
THO complex part of transcription export complex (GO:0000445)	7	1	.99	+	1.01	1.00E00	1.00E00
Lsm2-8 complex (GO:0120115)	7	1	.99	+	1.01	1.00E00	1.00E00
cerebellar granule cell to Purkinje cell synapse (GO:0150048)	7	1	.99	+	1.01	1.00E00	1.00E00
collagen network (GO:0098645)	7	1	.99	+	1.01	1.00E00	1.00E00
network-forming collagen trimer (GO:0098642)	7	1	.99	+	1.01	1.00E00	1.00E00
GBAF complex (GO:0140288)	14	2	1.97	+	1.01	1.00E00	1.00E00
THO complex (GO:0000347)	7	1	.99	+	1.01	1.00E00	1.00E00
CORVET complex (GO:0033263)	7	1	.99	+	1.01	1.00E00	1.00E00
contractile ring (GO:0070938)	14	2	1.97	+	1.01	1.00E00	1.00E00
extrinsic component of mitochondrial inner membrane (GO:0031314)	7	1	.99	+	1.01	1.00E00	1.00E00
Cul4-RING E3 ubiquitin ligase complex (GO:0080008)	35	5	4.93	+	1.01	1.00E00	1.00E00
meiotic cohesin complex (GO:0030893)	7	1	.99	+	1.01	1.00E00	1.00E00
cytoplasmic side of endosome membrane (GO:0010009)	7	1	.99	+	1.01	1.00E00	1.00E00
hippocampal mossy fiber (GO:0097457)	7	1	.99	+	1.01	1.00E00	1.00E00
apical plasma membrane (GO:0016324)	484	69	68.22	+	1.01	8.95E-01	1.00E00
stereocilium (GO:0032420)	71	10	10.01	-	1.00	1.00E00	1.00E00
extracellular region (GO:0005576)	2542	357	358.32	-	1.00	9.52E-01	1.00E00
dynein complex (GO:0030286)	57	8	8.03	-	1.00	1.00E00	1.00E00
acrosomal vesicle (GO:0001669)	200	28	28.19	-	.99	1.00E00	1.00E00
cilium (GO:0005929)	826	115	116.43	-	.99	9.19E-01	1.00E00
9+0 non-motile cilium (GO:0097731)	137	19	19.31	-	.98	1.00E00	1.00E00
midbody (GO:0030496)	238	33	33.55	-	.98	1.00E00	1.00E00
photoreceptor cell cilium (GO:0097733)	123	17	17.34	-	.98	1.00E00	1.00E00
extracellular space (GO:0005615)	1818	251	256.27	-	.98	7.51E-01	1.00E00
proton-transporting V-type ATPase complex (GO:0033176)	29	4	4.09	-	.98	1.00E00	1.00E00
M band (GO:0031430)	29	4	4.09	-	.98	1.00E00	1.00E00
cornified envelope (GO:0001533)	66	9	9.30	-	.97	1.00E00	1.00E00
melanosome membrane (GO:0033162)	22	3	3.10	-	.97	1.00E00	1.00E00
